"unit","category","article","vocabulary","translation","id"
8,"VERBOS","","soy","I am",566
8,"VERBOS","","tengo","I have",567
8,"VERBOS","","tiene","you have, he (she) has (formal)",568
8,"VERBOS","","tomar","to drink",569
8,"VERBOS","","traer","to carry, to bring",570
8,"VERBOS","","vengo","I come",571
8,"VERBOS","","ver","to see",572
8,"VERBOS","","voy","I am going, I go",573
8,"OTRAS","","ahora","now",574
8,"OTRAS","","a las siete","at seven",575
8,"OTRAS","","al","to the",576
8,"OTRAS","","al suelo","to the floor",577
8,"OTRAS","","Asi es la vida","That's life!",578
8,"OTRAS","","con ella","with her",579
8,"OTRAS","","con mucho gusto","with great pleasure",580
8,"OTRAS","","del","of the",581
8,"OTRAS","","delante de él","in front of him",582
8,"OTRAS","","an este momento","at this moment",583
8,"OTRAS","","en la mano de","in the hand of",584
8,"OTRAS","","esta tarde","this afternoon",585
8,"OTRAS","","hola!","hi!",586
8,"OTRAS","","más tarde","later",587
8,"OTRAS","","muchas gracias","many thanks",588
8,"OTRAS","","por supuesto","of course",589
8,"OTRAS","","qué tal?","how are things?",590
8,"OTRAS","","quizás la semana próxima","maybe next week",591
9,"SUSTANTIVOS","el ","almacén","the department store",592
9,"SUSTANTIVOS","el ","animal","the animal",593
9,"SUSTANTIVOS","el ","sutobús turistico","the tour bus",594
9,"SUSTANTIVOS","el ","barrio","the district (of a city)",595
9,"SUSTANTIVOS","la ","biblioteca","the library",596
9,"SUSTANTIVOS","el ","billete","the ticket",597
9,"SUSTANTIVOS","el ","centro","downtown/the shopping center",598
9,"SUSTANTIVOS","","Diego","James",599
9,"SUSTANTIVOS","la ","entrada","the entrance",600
9,"SUSTANTIVOS","la ","estación","the station",601
9,"SUSTANTIVOS","los ","Estados Unidos","the United States",602
9,"SUSTANTIVOS","la ","excursión","the short trip. The excursion",603
9,"SUSTANTIVOS","la ","gente","the people",604
9,"SUSTANTIVOS","","Gracias a Dios!","Thnak heaven!  Thank God!",605
9,"SUSTANTIVOS","el ","gula","the guide",606
9,"SUSTANTIVOS","","Hortensia","Hortense",607
9,"SUSTANTIVOS","el ","marido","the husband",608
9,"SUSTANTIVOS","la ","mujer","the wife",609
9,"SUSTANTIVOS","el ","parque zoológico","the zoo",610
9,"SUSTANTIVOS","el ","piso","the floor",611
9,"SUSTANTIVOS","un ","poco","a little",612
9,"SUSTANTIVOS","el ","rascacielos","the skyscraper",613
9,"SUSTANTIVOS","","señoras y señores","ladies and gentlemen",614
9,"SUSTANTIVOS","el ","sitio","the place",615
9,"SUSTANTIVOS","la ","tierra","the ground",616
9,"SUSTANTIVOS","el ","tren subterráneo","the subway (train)",617
9,"ADJETIVOS","","bienvenido,a","welcome",618
9,"ADJETIVOS","","cansado,a","tired",619
9,"ADJETIVOS","","central","central",620
9,"ADJETIVOS","","comercial","commercial",621
9,"ADJETIVOS","","cultural","cultural",622
9,"ADJETIVOS","","famoso,a","famous",623
9,"ADJETIVOS","","gran","great",624
9,"ADJETIVOS","","varios,as","various",625
9,"VERBOS","","conocer","to become acquainted with, to know",626
9,"VERBOS","","hablar por micrófono","to talk over the microphone",627
9,"VERBOS","","oir","to hear",628
9,"VERBOS","","poder","to be able to, can",629
9,"VERBOS","","sacar fotografias","to take pictures",630
9,"VERBOS","","tomar asiento","to take a seat",631
9,"VERBOS","","tomar un helado","to eat (an) ice cream",632
9,"OTRAS","a la ","derecha","at the right",633
9,"OTRAS","a la ","izquierda","at the left",634
9,"OTRAS","","adónde?","where?",635
9,"OTRAS","a las ","doce en punto","at twelve sharp",636
9,"OTRAS","al ","frente","in the front",637
9,"OTRAS","al ","menos","at least",638
9,"OTRAS","","con atención","attentively",639
9,"OTRAS","","Cuánta gente!","How many people!",640
9,"OTRAS","","debajo de","under, beneath",641
9,"OTRAS","","hasta","even",642
9,"OTRAS","","media hora","a half hour",643
9,"OTRAS","","por primera vez","for the first time",644
9,"OTRAS","","quien","who",645
9,"OTRAS","","todo el mundo","everbody",646
